tick: 1.0,             Human number: 100,             Zombie number: 5
tick: 2259.0,             Human number: 0,             Zombie number: 105
tick: 2260.0,             Human number: 0,             Zombie number: 105
tick: 2261.0,             Human number: 0,             Zombie number: 105
tick: 2262.0,             Human number: 0,             Zombie number: 105
tick: 2263.0,             Human number: 0,             Zombie number: 105
tick: 2264.0,             Human number: 0,             Zombie number: 105
tick: 2265.0,             Human number: 0,             Zombie number: 105
tick: 2266.0,             Human number: 0,             Zombie number: 105
tick: 2267.0,             Human number: 0,             Zombie number: 105
tick: 2268.0,             Human number: 0,             Zombie number: 105
tick: 2269.0,             Human number: 0,             Zombie number: 105
tick: 2270.0,             Human number: 0,             Zombie number: 105
tick: 2271.0,             Human number: 0,             Zombie number: 105
tick: 2272.0,             Human number: 0,             Zombie number: 105
tick: 2273.0,             Human number: 0,             Zombie number: 105
tick: 2274.0,             Human number: 0,             Zombie number: 105
tick: 2275.0,             Human number: 0,             Zombie number: 105
tick: 2276.0,             Human number: 0,             Zombie number: 105
tick: 2277.0,             Human number: 0,             Zombie number: 105
tick: 2278.0,             Human number: 0,             Zombie number: 105
tick: 2279.0,             Human number: 0,             Zombie number: 105
tick: 2280.0,             Human number: 0,             Zombie number: 105
tick: 2281.0,             Human number: 0,             Zombie number: 105
tick: 2282.0,             Human number: 0,             Zombie number: 105
tick: 2283.0,             Human number: 0,             Zombie number: 105
tick: 2284.0,             Human number: 0,             Zombie number: 105
tick: 2285.0,             Human number: 0,             Zombie number: 105
tick: 2286.0,             Human number: 0,             Zombie number: 105
tick: 2287.0,             Human number: 0,             Zombie number: 105
tick: 2288.0,             Human number: 0,             Zombie number: 105
tick: 2289.0,             Human number: 0,             Zombie number: 105
tick: 2290.0,             Human number: 0,             Zombie number: 105
tick: 2291.0,             Human number: 0,             Zombie number: 105
tick: 2292.0,             Human number: 0,             Zombie number: 105
tick: 2293.0,             Human number: 0,             Zombie number: 105
tick: 2294.0,             Human number: 0,             Zombie number: 105
tick: 2295.0,             Human number: 0,             Zombie number: 105
tick: 2296.0,             Human number: 0,             Zombie number: 105
tick: 2297.0,             Human number: 0,             Zombie number: 105
tick: 2298.0,             Human number: 0,             Zombie number: 105
tick: 2299.0,             Human number: 0,             Zombie number: 105
tick: 2300.0,             Human number: 0,             Zombie number: 105
tick: 2301.0,             Human number: 0,             Zombie number: 105
tick: 2302.0,             Human number: 0,             Zombie number: 105
tick: 2303.0,             Human number: 0,             Zombie number: 105
tick: 2304.0,             Human number: 0,             Zombie number: 105
tick: 2305.0,             Human number: 0,             Zombie number: 105
tick: 2306.0,             Human number: 0,             Zombie number: 105
tick: 2307.0,             Human number: 0,             Zombie number: 105
tick: 2308.0,             Human number: 0,             Zombie number: 105
tick: 2309.0,             Human number: 0,             Zombie number: 105
tick: 2310.0,             Human number: 0,             Zombie number: 105
tick: 2311.0,             Human number: 0,             Zombie number: 105
tick: 2312.0,             Human number: 0,             Zombie number: 105
tick: 2313.0,             Human number: 0,             Zombie number: 105
tick: 2314.0,             Human number: 0,             Zombie number: 105
tick: 2315.0,             Human number: 0,             Zombie number: 105
tick: 2316.0,             Human number: 0,             Zombie number: 105
tick: 2317.0,             Human number: 0,             Zombie number: 105
tick: 2318.0,             Human number: 0,             Zombie number: 105
tick: 2319.0,             Human number: 0,             Zombie number: 105
tick: 2320.0,             Human number: 0,             Zombie number: 105
tick: 2321.0,             Human number: 0,             Zombie number: 105
tick: 2322.0,             Human number: 0,             Zombie number: 105
tick: 2323.0,             Human number: 0,             Zombie number: 105
tick: 2324.0,             Human number: 0,             Zombie number: 105
tick: 2325.0,             Human number: 0,             Zombie number: 105
tick: 2326.0,             Human number: 0,             Zombie number: 105
tick: 2327.0,             Human number: 0,             Zombie number: 105
tick: 2328.0,             Human number: 0,             Zombie number: 105
tick: 2329.0,             Human number: 0,             Zombie number: 105
tick: 2330.0,             Human number: 0,             Zombie number: 105
tick: 2331.0,             Human number: 0,             Zombie number: 105
tick: 2332.0,             Human number: 0,             Zombie number: 105
tick: 2333.0,             Human number: 0,             Zombie number: 105
tick: 2334.0,             Human number: 0,             Zombie number: 105
tick: 2335.0,             Human number: 0,             Zombie number: 105
tick: 2336.0,             Human number: 0,             Zombie number: 105
tick: 2337.0,             Human number: 0,             Zombie number: 105
tick: 2338.0,             Human number: 0,             Zombie number: 105
tick: 2339.0,             Human number: 0,             Zombie number: 105
tick: 2340.0,             Human number: 0,             Zombie number: 105
tick: 2341.0,             Human number: 0,             Zombie number: 105
tick: 2342.0,             Human number: 0,             Zombie number: 105
tick: 2343.0,             Human number: 0,             Zombie number: 105
tick: 2344.0,             Human number: 0,             Zombie number: 105
tick: 2345.0,             Human number: 0,             Zombie number: 105
tick: 2346.0,             Human number: 0,             Zombie number: 105
tick: 2347.0,             Human number: 0,             Zombie number: 105
tick: 2348.0,             Human number: 0,             Zombie number: 105
tick: 2349.0,             Human number: 0,             Zombie number: 105
tick: 2350.0,             Human number: 0,             Zombie number: 105
